file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,10.00-(11.00),total_time
iperf3_result_20231019175029.txt,47.7Mbits/sec,36.0Mbits/sec,47.7Mbits/sec,46.0Mbits/sec,46.3Mbits/sec,45.7Mbits/sec,44.2Mbits/sec,48.3Mbits/sec,47.4Mbits/sec,47.5Mbits/sec,82.1Mbits/sec,10.11
iperf3_result_20231019174732.txt,29.1Mbits/sec,24.7Mbits/sec,30.0Mbits/sec,36.7Mbits/sec,36.1Mbits/sec,34.2Mbits/sec,39.2Mbits/sec,32.0Mbits/sec,41.5Mbits/sec,25.7Mbits/sec,26.8Mbits/sec,10.10
iperf3_result_20231019173934.txt,28.1Mbits/sec,25.2Mbits/sec,21.7Mbits/sec,23.9Mbits/sec,24.9Mbits/sec,24.7Mbits/sec,24.2Mbits/sec,24.2Mbits/sec,23.1Mbits/sec,33.7Mbits/sec,40.6Mbits/sec,10.09
iperf3_result_20231019174524.txt,28.8Mbits/sec,23.2Mbits/sec,24.2Mbits/sec,23.3Mbits/sec,23.4Mbits/sec,20.3Mbits/sec,24.1Mbits/sec,23.6Mbits/sec,23.5Mbits/sec,25.1Mbits/sec,23.4Mbits/sec,10.06
iperf3_result_20231019175835.txt,90.0Mbits/sec,96.5Mbits/sec,86.5Mbits/sec,90.6Mbits/sec,91.2Mbits/sec,96.8Mbits/sec,99.5Mbits/sec,92.9Mbits/sec,91.3Mbits/sec,90.5Mbits/sec,109Mbits/sec,10.07
iperf3_result_20231019174240.txt,33.9Mbits/sec,28.2Mbits/sec,24.6Mbits/sec,23.4Mbits/sec,25.6Mbits/sec,23.8Mbits/sec,24.2Mbits/sec,22.3Mbits/sec,24.0Mbits/sec,22.9Mbits/sec,20.7Mbits/sec,10.07
iperf3_result_20231019175610.txt,89.7Mbits/sec,93.6Mbits/sec,91.3Mbits/sec,90.7Mbits/sec,92.3Mbits/sec,95.3Mbits/sec,91.1Mbits/sec,92.1Mbits/sec,94.1Mbits/sec,93.4Mbits/sec,82.4Mbits/sec,10.07
iperf3_result_20231019174321.txt,35.0Mbits/sec,27.6Mbits/sec,24.7Mbits/sec,22.4Mbits/sec,22.2Mbits/sec,23.9Mbits/sec,23.0Mbits/sec,19.8Mbits/sec,22.4Mbits/sec,30.8Mbits/sec,22.1Mbits/sec,10.07
iperf3_result_20231019175201.txt,49.1Mbits/sec,52.1Mbits/sec,50.7Mbits/sec,47.6Mbits/sec,45.8Mbits/sec,42.5Mbits/sec,47.6Mbits/sec,49.3Mbits/sec,47.6Mbits/sec,50.4Mbits/sec,46.7Mbits/sec,10.08
iperf3_result_20231019174057.txt,27.8Mbits/sec,24.5Mbits/sec,24.3Mbits/sec,21.0Mbits/sec,23.2Mbits/sec,23.3Mbits/sec,23.9Mbits/sec,23.6Mbits/sec,23.9Mbits/sec,26.3Mbits/sec,44.3Mbits/sec,10.10
iperf3_result_20231019174721.txt,29.5Mbits/sec,23.3Mbits/sec,40.9Mbits/sec,43.5Mbits/sec,33.6Mbits/sec,40.3Mbits/sec,45.1Mbits/sec,40.3Mbits/sec,39.6Mbits/sec,29.6Mbits/sec,41.3Mbits/sec,10.74
iperf3_result_20231019175211.txt,49.9Mbits/sec,47.8Mbits/sec,48.4Mbits/sec,41.4Mbits/sec,43.3Mbits/sec,42.5Mbits/sec,44.5Mbits/sec,40.2Mbits/sec,44.0Mbits/sec,38.1Mbits/sec,33.3Mbits/sec,10.07
iperf3_result_20231019174331.txt,30.6Mbits/sec,30.4Mbits/sec,28.2Mbits/sec,24.0Mbits/sec,24.0Mbits/sec,21.7Mbits/sec,20.9Mbits/sec,23.9Mbits/sec,20.3Mbits/sec,22.8Mbits/sec,11.5Mbits/sec,10.09
iperf3_result_20231019174443.txt,38.5Mbits/sec,30.0Mbits/sec,25.6Mbits/sec,24.3Mbits/sec,24.8Mbits/sec,23.6Mbits/sec,23.2Mbits/sec,23.5Mbits/sec,20.7Mbits/sec,23.5Mbits/sec,24.9Mbits/sec,10.09
iperf3_result_20231019174046.txt,33.7Mbits/sec,28.0Mbits/sec,24.4Mbits/sec,24.4Mbits/sec,24.3Mbits/sec,23.2Mbits/sec,23.0Mbits/sec,23.9Mbits/sec,24.2Mbits/sec,24.1Mbits/sec,47.2Mbits/sec,10.08
iperf3_result_20231019174250.txt,32.3Mbits/sec,24.2Mbits/sec,24.8Mbits/sec,23.9Mbits/sec,24.9Mbits/sec,22.8Mbits/sec,24.7Mbits/sec,22.2Mbits/sec,23.1Mbits/sec,24.2Mbits/sec,22.7Mbits/sec,10.08
iperf3_result_20231019175600.txt,76.7Mbits/sec,85.0Mbits/sec,94.5Mbits/sec,92.5Mbits/sec,93.5Mbits/sec,91.2Mbits/sec,95.8Mbits/sec,94.0Mbits/sec,97.9Mbits/sec,91.1Mbits/sec,78.9Mbits/sec,10.06
iperf3_result_20231019175825.txt,95.7Mbits/sec,96.2Mbits/sec,94.7Mbits/sec,94.2Mbits/sec,90.7Mbits/sec,79.8Mbits/sec,92.4Mbits/sec,97.0Mbits/sec,93.9Mbits/sec,93.6Mbits/sec,108Mbits/sec,10.07
iperf3_result_20231019173924.txt,22.9Mbits/sec,26.6Mbits/sec,24.0Mbits/sec,23.5Mbits/sec,22.5Mbits/sec,22.0Mbits/sec,19.8Mbits/sec,26.1Mbits/sec,25.0Mbits/sec,35.9Mbits/sec,33.7Mbits/sec,10.08
iperf3_result_20231019175428.txt,94.9Mbits/sec,87.9Mbits/sec,81.3Mbits/sec,80.6Mbits/sec,93.4Mbits/sec,88.8Mbits/sec,92.2Mbits/sec,92.2Mbits/sec,90.6Mbits/sec,93.5Mbits/sec,90.8Mbits/sec,10.07
iperf3_result_20231019174454.txt,33.8Mbits/sec,27.0Mbits/sec,23.4Mbits/sec,24.4Mbits/sec,22.4Mbits/sec,23.6Mbits/sec,20.1Mbits/sec,23.9Mbits/sec,23.6Mbits/sec,25.8Mbits/sec,28.2Mbits/sec,10.10
iperf3_result_20231019175039.txt,49.8Mbits/sec,49.5Mbits/sec,47.3Mbits/sec,49.2Mbits/sec,48.2Mbits/sec,49.7Mbits/sec,47.6Mbits/sec,48.9Mbits/sec,47.0Mbits/sec,48.1Mbits/sec,48.0Mbits/sec,10.08
iperf3_result_20231019175549.txt,94.4Mbits/sec,92.5Mbits/sec,95.2Mbits/sec,89.7Mbits/sec,95.7Mbits/sec,92.9Mbits/sec,90.9Mbits/sec,87.8Mbits/sec,90.4Mbits/sec,90.5Mbits/sec,63.0Mbits/sec,10.07
iperf3_result_20231019174535.txt,36.2Mbits/sec,31.0Mbits/sec,32.7Mbits/sec,42.6Mbits/sec,43.3Mbits/sec,28.2Mbits/sec,33.2Mbits/sec,39.6Mbits/sec,29.0Mbits/sec,26.4Mbits/sec,32.3Mbits/sec,10.08
iperf3_result_20231019175815.txt,90.7Mbits/sec,93.8Mbits/sec,97.6Mbits/sec,95.8Mbits/sec,83.0Mbits/sec,89.3Mbits/sec,89.7Mbits/sec,91.3Mbits/sec,96.0Mbits/sec,92.0Mbits/sec,110Mbits/sec,10.07
iperf3_result_20231019174504.txt,31.8Mbits/sec,23.8Mbits/sec,22.7Mbits/sec,25.3Mbits/sec,24.5Mbits/sec,23.0Mbits/sec,22.7Mbits/sec,24.0Mbits/sec,23.4Mbits/sec,25.6Mbits/sec,22.1Mbits/sec,10.08
iperf3_result_20231019173914.txt,24.5Mbits/sec,25.2Mbits/sec,23.5Mbits/sec,24.5Mbits/sec,25.8Mbits/sec,24.2Mbits/sec,22.2Mbits/sec,25.4Mbits/sec,22.7Mbits/sec,30.8Mbits/sec,28.7Mbits/sec,10.10
iperf3_result_20231019175418.txt,93.0Mbits/sec,88.3Mbits/sec,80.9Mbits/sec,86.2Mbits/sec,85.1Mbits/sec,86.4Mbits/sec,83.3Mbits/sec,87.2Mbits/sec,89.8Mbits/sec,88.1Mbits/sec,93.6Mbits/sec,10.07
iperf3_result_20231019174855.txt,34.0Mbits/sec,26.9Mbits/sec,23.8Mbits/sec,21.7Mbits/sec,23.6Mbits/sec,32.2Mbits/sec,34.8Mbits/sec,35.2Mbits/sec,35.1Mbits/sec,30.1Mbits/sec,39.5Mbits/sec,10.65
iperf3_result_20231019175222.txt,39.2Mbits/sec,38.1Mbits/sec,46.4Mbits/sec,46.5Mbits/sec,47.8Mbits/sec,48.0Mbits/sec,47.4Mbits/sec,40.0Mbits/sec,43.5Mbits/sec,46.1Mbits/sec,47.1Mbits/sec,10.08
iperf3_result_20231019174128.txt,30.3Mbits/sec,25.0Mbits/sec,20.9Mbits/sec,22.9Mbits/sec,24.5Mbits/sec,24.5Mbits/sec,25.0Mbits/sec,24.6Mbits/sec,22.0Mbits/sec,26.3Mbits/sec,57.0Mbits/sec,10.07
iperf3_result_20231019175009.txt,47.2Mbits/sec,50.1Mbits/sec,49.0Mbits/sec,50.2Mbits/sec,47.5Mbits/sec,47.8Mbits/sec,48.0Mbits/sec,47.7Mbits/sec,48.9Mbits/sec,48.7Mbits/sec,88.2Mbits/sec,10.09
iperf3_result_20231019175343.txt,93.2Mbits/sec,89.8Mbits/sec,94.0Mbits/sec,95.0Mbits/sec,93.5Mbits/sec,93.2Mbits/sec,93.7Mbits/sec,95.4Mbits/sec,85.9Mbits/sec,90.5Mbits/sec,83.3Mbits/sec,10.06
iperf3_result_20231019175141.txt,48.3Mbits/sec,49.2Mbits/sec,45.7Mbits/sec,41.5Mbits/sec,31.7Mbits/sec,34.1Mbits/sec,37.4Mbits/sec,36.9Mbits/sec,35.0Mbits/sec,37.0Mbits/sec,42.4Mbits/sec,10.08
iperf3_result_20231019174711.txt,32.1Mbits/sec,28.0Mbits/sec,22.1Mbits/sec,24.8Mbits/sec,25.2Mbits/sec,37.6Mbits/sec,41.3Mbits/sec,26.1Mbits/sec,22.9Mbits/sec,23.7Mbits/sec,27.6Mbits/sec,10.08
iperf3_result_20231019174117.txt,34.7Mbits/sec,28.1Mbits/sec,23.6Mbits/sec,24.6Mbits/sec,23.4Mbits/sec,24.0Mbits/sec,23.3Mbits/sec,23.3Mbits/sec,26.6Mbits/sec,26.0Mbits/sec,45.8Mbits/sec,10.07
iperf3_result_20231019175745.txt,94.1Mbits/sec,91.1Mbits/sec,89.7Mbits/sec,90.7Mbits/sec,91.2Mbits/sec,93.7Mbits/sec,90.4Mbits/sec,87.6Mbits/sec,91.2Mbits/sec,84.4Mbits/sec,74.9Mbits/sec,10.08
iperf3_result_20231019174300.txt,35.0Mbits/sec,26.7Mbits/sec,24.1Mbits/sec,23.2Mbits/sec,25.2Mbits/sec,22.9Mbits/sec,19.6Mbits/sec,19.6Mbits/sec,24.8Mbits/sec,26.2Mbits/sec,24.5Mbits/sec,10.09
iperf3_result_20231019175630.txt,79.3Mbits/sec,89.3Mbits/sec,93.9Mbits/sec,89.7Mbits/sec,93.8Mbits/sec,85.3Mbits/sec,90.3Mbits/sec,86.9Mbits/sec,89.0Mbits/sec,94.1Mbits/sec,97.3Mbits/sec,10.10
iperf3_result_20231019175620.txt,89.8Mbits/sec,94.5Mbits/sec,87.5Mbits/sec,94.5Mbits/sec,95.4Mbits/sec,91.1Mbits/sec,92.5Mbits/sec,89.0Mbits/sec,87.0Mbits/sec,87.2Mbits/sec,92.0Mbits/sec,10.08
iperf3_result_20231019174700.txt,25.3Mbits/sec,24.2Mbits/sec,24.8Mbits/sec,23.7Mbits/sec,23.2Mbits/sec,38.4Mbits/sec,44.5Mbits/sec,33.6Mbits/sec,33.2Mbits/sec,37.1Mbits/sec,43.0Mbits/sec,10.72
iperf3_result_20231019174310.txt,39.0Mbits/sec,29.7Mbits/sec,24.6Mbits/sec,24.5Mbits/sec,20.2Mbits/sec,22.0Mbits/sec,21.7Mbits/sec,23.6Mbits/sec,24.3Mbits/sec,23.7Mbits/sec,23.6Mbits/sec,10.14
iperf3_result_20231019175755.txt,86.2Mbits/sec,89.6Mbits/sec,92.0Mbits/sec,92.9Mbits/sec,93.0Mbits/sec,78.0Mbits/sec,87.8Mbits/sec,91.7Mbits/sec,90.8Mbits/sec,83.3Mbits/sec,94.8Mbits/sec,10.06
iperf3_result_20231019174107.txt,29.9Mbits/sec,24.1Mbits/sec,23.3Mbits/sec,23.5Mbits/sec,22.6Mbits/sec,23.5Mbits/sec,24.2Mbits/sec,23.7Mbits/sec,25.7Mbits/sec,26.8Mbits/sec,39.6Mbits/sec,10.07
iperf3_result_20231019174649.txt,29.9Mbits/sec,20.3Mbits/sec,23.6Mbits/sec,24.5Mbits/sec,23.7Mbits/sec,37.7Mbits/sec,45.7Mbits/sec,44.9Mbits/sec,39.1Mbits/sec,43.1Mbits/sec,43.5Mbits/sec,10.53
iperf3_result_20231019175151.txt,38.3Mbits/sec,50.2Mbits/sec,47.7Mbits/sec,47.1Mbits/sec,49.2Mbits/sec,50.4Mbits/sec,50.2Mbits/sec,48.9Mbits/sec,49.3Mbits/sec,42.0Mbits/sec,47.1Mbits/sec,10.09
iperf3_result_20231019175019.txt,41.5Mbits/sec,37.6Mbits/sec,44.4Mbits/sec,41.5Mbits/sec,43.4Mbits/sec,47.1Mbits/sec,39.5Mbits/sec,43.9Mbits/sec,45.9Mbits/sec,41.4Mbits/sec,84.7Mbits/sec,10.05
iperf3_result_20231019175232.txt,52.4Mbits/sec,50.0Mbits/sec,48.9Mbits/sec,49.2Mbits/sec,50.2Mbits/sec,48.2Mbits/sec,49.5Mbits/sec,49.4Mbits/sec,49.6Mbits/sec,51.1Mbits/sec,46.6Mbits/sec,10.07
iperf3_result_20231019174138.txt,23.6Mbits/sec,24.4Mbits/sec,22.2Mbits/sec,21.5Mbits/sec,26.5Mbits/sec,21.4Mbits/sec,17.6Mbits/sec,17.1Mbits/sec,17.7Mbits/sec,16.8Mbits/sec,11.2Mbits/sec,10.07
iperf3_result_20231019174845.txt,34.2Mbits/sec,24.7Mbits/sec,24.3Mbits/sec,23.9Mbits/sec,23.8Mbits/sec,38.0Mbits/sec,28.4Mbits/sec,35.2Mbits/sec,33.9Mbits/sec,29.2Mbits/sec,21.4Mbits/sec,10.10
iperf3_result_20231019174514.txt,34.2Mbits/sec,23.7Mbits/sec,27.5Mbits/sec,24.4Mbits/sec,21.4Mbits/sec,23.4Mbits/sec,24.6Mbits/sec,23.8Mbits/sec,23.9Mbits/sec,23.6Mbits/sec,26.4Mbits/sec,10.09
iperf3_result_20231019175805.txt,89.8Mbits/sec,90.6Mbits/sec,93.4Mbits/sec,94.7Mbits/sec,91.3Mbits/sec,91.9Mbits/sec,93.0Mbits/sec,93.6Mbits/sec,92.0Mbits/sec,91.2Mbits/sec,94.2Mbits/sec,10.07
iperf3_result_20231019174229.txt,34.2Mbits/sec,27.5Mbits/sec,22.9Mbits/sec,24.7Mbits/sec,24.5Mbits/sec,23.7Mbits/sec,23.6Mbits/sec,24.1Mbits/sec,25.0Mbits/sec,23.0Mbits/sec,22.1Mbits/sec,10.08
iperf3_result_20231019174639.txt,29.9Mbits/sec,25.0Mbits/sec,23.6Mbits/sec,23.5Mbits/sec,22.3Mbits/sec,27.0Mbits/sec,16.6Mbits/sec,16.2Mbits/sec,19.5Mbits/sec,18.4Mbits/sec,19.3Mbits/sec,10.22
